word	lang	translation	tags	form_of	etymology	pos	vform	case	gender	number	other
траш	rom	испуг	ж.		снскр. trāsa (м.)	NOUN			f		
траша	rom	ужасы, испуги		мн. к траш		NOUN					
трашавэл, трашавэла	rom	пугает	гл. пер.			VERB	TRAN				
трашано	rom	испуганно	нар.			ADVB					
трашано	rom	испуганный	прич.		от трашавэл	PRTCP					
трашаны	rom	испуганная		ж. к трашано		ADJ					
трашэл, трашэла	rom	пугается, страшится	гл. неп.			VERB	INTR				
тривика, трэвика	rom	башмак, ботинок	ж.		пол. trʐewiki	NOUN			f		
тривичка, трэвичка	rom	туфелька, черевичка	ж.			NOUN			f		
трин	rom	три	числ.		снскр. trīn	NUMR					
триншэл	rom	300	числ.			NUMR					
триншэлто	rom	300-й	числ.			NUMR					
тринэндыр	rom	из трех		отл. к трин		unknown					
трито	rom	третий	числ.			NUMR					
триянда	rom	30	числ.		греч. τριάντα	NUMR					
триянда трито	rom	33-й	числ.			NUMR					
триянда шовто	rom	36-й	числ.			NUMR					
тройка	rom	тройка лошадей	ж.			unknown			f		
трупо	rom	тело (живое), см. маса	м.			NOUN			m		
трэ	rom	см. тырэ				unknown					
трэби	rom	надо, требуется, нужно	=тґэби, чеби, чебинэ		пол. trʐeba	ADVB					=тґэби, чеби, чебинэ
трэвика	rom	ботинок, туфля	ж.		пол. trʐewiki туфли	NOUN			f		
трэвичкица	rom	туфелька	ж.		уменьш. от трэвика	NOUN			f		
трэвичкицы	rom	туфельки		мн. к трэвичкица		NOUN					
трэшавичкицы	rom	см. трэвичкицы	редк.		от пол. trʐewiki туфли (необычная растяжка слогов в пении: вм. [тшэвики] восстановлено историческое произношение [тр-шэвики])	unknown					редк.
ту	rom	ты	мест.		снскр. tvam	PRON					
туга	rom	печаль, грусть	ж.			NOUN			f		
тугинав	rom	тужу			от туга	VERB					
тукэ	rom	тебе		дат. к ту		PRON					
тумаро	rom	ваш		ф. принадл. к тумэ		ADJ					
тумарэса	rom	[с] вашим		тв. ед. м. ф. принадл. к тумэ		ADJ					
тумэ	rom	вы	мест.			PRON					
тумэн	rom	вас		вин. к тумэ		PRON					
тумэнгэ	rom	вам		дат. к тумэ		PRON					
тумэнца	rom	с вами		тв. к тумэ		unknown					
туса	rom	с тобой		тв. к ту		unknown					
тут	rom	тебя		вин. к ту		PRON					
тутыр	rom	[от] тебя		отл. к ту		PRON					
тутэ	rom	у тебя		местн. к ту		unknown					
тутэ исы ...	rom	у тебя есть ...				unknown					
тучендыр	rom	[от] туч		отл. мн. к тучя		NOUN					
тучя	rom	туча	ж.		русск.	NOUN			f		
тхав	rom	нитка	м.		хинди dhāgā (м.)	NOUN			m		
тхаворо	rom	ниточка	м.		уменьш. от тхав	NOUN			m		
тховав	rom	ставлю			снскр. dhāpáyati ставит	VERB					
тховэл, тховэла	rom	кладет, ставит	гл. пер.			VERB	TRAN				
тховэс	rom	ставишь, кладёшь				VERB					
тхув	rom	дым	м.		снскр. dhūmá (м.)	NOUN			m		
тхуворо	rom	дымок	м.		от тхув	NOUN			m		
тхуд	rom	молоко	м.		снскр. dugadhá (ср.)	NOUN			m		
тхуд-гудло	rom	свежее, не кислое молоко	м.			ADJ			m		
тыкно	rom	малый	прил.		снскр. ṭhińgnā (м.)	ADJ					
тыкнори	rom	маленькая				ADJ					
тыкнори	rom	сундук	ж.		от тыкно	NOUN			f		
тыкноро	rom	маленький	прил.		от тыкно	ADJ					
тыкнорэ	rom	маленькие		мн. м. к тыкноро		NOUN					
тыкны	rom	малая	прил.	ж. к тыкно		ADJ					
тыкныдыр	rom	меньше	сравн.			COMP					
тыкнэ	rom	малые		мн. к тыкно		NOUN					
тырах	rom	сапог	ж.		арм. tǝréx крестьянская обувь	NOUN			f		
тыраха	rom	сапоги		мн. к тырах		NOUN					
тырдэ	rom	тяни	повел.		снскр. tiro-dā- пересекать	VERB	IMPER				
тырдэл	rom	тянет	гл. пер.			VERB	TRAN				
тырдэлпэ	rom	тянется	гл. неп.			VERB	INTR				
тыри	rom	твоя	мест.	ж. к тыро		PRON					
тыро, тро	rom	твой	мест.			PRON					
тырэ	rom	твои		мн. к тыро		ADJ					
тырэ	rom	твой, твоя, твои	завис. ф. при сущ.			ADJ					завис. ф. при сущ.
тысенца, тысёнца	rom	тысяча	числ., ж.			NUMR			f		
тысёнцо	rom	тысяча	числ., м.			NUMR			m		
тысэнцы	rom	тысячи	мн.			NOUN				pl	
тэ	rom	и, да	сз.			CONJ					
тэ	rom	служит для образования инфинитива: тэ на мэкав не пускать (мне), тэ авэс быть (тебе), тэ джял идти (ему, ей), тэ дживас жить (нам) и т.д.	част.			PRCL					
тэл	rom	под	предл. с местн.		снскр. tale под, при	PREP					с местн.
тэлал	rom	снизу	нар.			ADVB					
тэло	rom	под			тэл + артикль о	PREP					
тэлыдыр, тэлэдыр	rom	ниже	сравн.			COMP					
тэлэ	rom	под			тэл + артикль э	PREP					
тэлэ	rom	вниз, книзу	нар.			ADVB					
тэрдёв	rom	стой	повел.		снскр. (s)terdī-	VERB	IMPER				
тэрдёвав	rom	стою				VERB					
тэрдёваса	rom	стоим				VERB					
тэрдёви	rom	останавливаясь	деепр.			GRND					
тэрдёл, тэрдёла	rom	стоит	гл. неп.			VERB	INTR				
тэрдён	rom	стоят				VERB					
тэрдо	rom	стоящий	прич.			PRTCP					
тэрды	rom	стоящая		ж. к тэрдо		ADJ					
тэрдыи	rom	стоя	деепр.			GRND					
тэрдындуй	rom	стоя	деепр.			GRND					
тэрдэ	rom	стоящие		мн. к тэрдо		ADJ					
тэрненца	rom	[с] молодками		тв. мн. к тэрны		NOUN					
тэрно	rom	молодой	прил.		снскр. táruna	ADJ					
тэрнори	rom	молодая		ж. к тэрноро		NOUN					
тэрнорья	rom	молодые		мн. ж. к тэрноро		NOUN					
тэрны	rom	молодая		ж. к тэрно		NOUN					
тэрны	rom	молодка, молодуха	ж.			NOUN			f		
тэрныдыр	rom	моложе	сравн.			COMP					
тэрныпэн	rom	молодость	м.		от тэрно	NOUN			m		
тэрнэ	rom	молодые		мн. м. к тэрно		NOUN					
тэрнэс	rom	молодого		вин. ед. м. к тэрно		ADJ					
ублав	rom	вешай	повел.		снскр. ul-lambay	VERB	IMPER				
ублавэл	rom	вешает	гл. пер.			VERB	TRAN				
угыя	rom	ушёл, ушла		прош. I к джява		VERB					
ударнико	rom	ударник, барабанщик	м.			NOUN			m		
уджинэн	rom	узнают				VERB					
уджинэс	rom	узнаешь				VERB					
уджява	rom	уйду				VERB					
уджялас	rom	уходил[а]				VERB					
удыкхтём, удыкхьём	rom	увидел[а]				VERB					
удыкхтя, удыкхья	rom	увидел[а]				VERB					
удыкхьём	rom	увидел[а]				VERB					
удыкхья	rom	увидел[а]				VERB					
удыкхэна	rom	увидят				VERB					
уж, ужэ	rom	уже	част.			PRCL					
ужакирна	rom	дожидаются, см. дужакирна				VERB					
ужэ	rom	уже	част.		русск.	PRCL					
уклисто	rom	всадник	м.		др.-инд. ut+skhal- опускаться, распускаться	NOUN			m		
уклисто, уклистэс	rom	верхом	нар.			ADVB					
уколо	rom	укол, инъекция	м.			NOUN			m		
украинско	rom	украинский, -ая	прил.			ADJ					
улица	rom	улица	ж.			NOUN			f		
улыджия, улыдия	rom	увел[а]				VERB					
улыдия	rom	см. улыджия				unknown					
умэкас	rom	упускаем, опускаем				VERB					
упрал	rom	наверху, сверху	нар.			ADVB					
упрыдыр	rom	выше, сверх того	сравн.			COMP					
упрэ	rom	вверх	нар.		снскр. upári – сверху	ADVB					
упрэстыр	rom	сверху	нар.			ADVB					
упхандло	rom	завязанный, заключенный, (устар.) влюбленный	прич.		от пхандэл	PRTCP					
упхандлы	rom	завязанная, заключенная, (устар.) влюбленная		ж. к упхандло		PRTCP					
урдо, вурдон, вурдэн	rom	возок, телега	м.		др.-перс. wardjūn	NOUN			m		
уридо	rom	надет, одет	прич.		от урьела	PRTCP					
уридэ	rom	одели				VERB					
уридэ	rom	одеты		мн. к уридо		ADJ					
урикирэла	rom	удерживает	гл. пер.			VERB	TRAN				
урнява	rom	летаю				VERB					
урнял, урняла	rom	летит, летает	гл. неп.		др.-инд. uḍḍīnī-	VERB	INTR				
урняна	rom	порхают				VERB					
урняндынэ	rom	пролетели				VERB					
урняндыя	rom	летел[а]				VERB					
урсаря	rom	урсари, букв.: дрессировщики медведей	урсарск.			NOUN					урсарск.
урьела	rom	одевает	гл. пер.			VERB	TRAN				
урьяв	rom	одевай	повел.			VERB	IMPER				
урьявэл	rom	одевает	гл. пер.			VERB	TRAN				
уса	rom	всё, постоянно	част.			PRCL					
устя	rom	встал[а]				VERB					
устям	rom	встали				VERB					
ухтылдём	rom	схватил(а]			от ухтылэла	unknown					
ухтылдэ	rom	задержали				VERB					
ухтылдя	rom	схватил[а]				VERB					
ухтылэла, ухтылла	rom	хватает, достаточно, довольно	гл. пер.			VERB	TRAN				
уче	rom	высокие		мн. к учё		ADJ					
учё	rom	высокий	прил.		снскр. ucca	ADJ					
учениё	rom	ученье	м.		русск.	NOUN			m		
учении	rom	ученья		мн. к учение		NOUN					
учес	rom	высоко	нар.			ADVB					
учидыр	rom	выше	сравн.			COMP					
учипнаса	rom	[с] высотой			от учё	NOUN					
учякирэла, учякирла	rom	укрывает	гл. пер.		снскр. cha(d)-kar-	VERB	TRAN				
